대분류,지번주소 (읍/면/동),관할주소,인구[명],교통량(AADT),숙박업소(관광지수),상권밀집도(비율),추천_대분류,추천_유사도
공동주택,서울특별시 성동구 응봉동 264-88,서울특별시,14295,25582,0,0.01,공동주택,0.2962363936844894
공동주택,서울특별시 성동구 성수동1가 656-28,서울특별시,15084,25582,3,0.04,공동주택,0.27868540205077
공동주택,서울특별시 용산구 한남동 11-300,서울특별시,18625,25582,3,0.04,공동주택,0.39650213141225893
공동주택,서울특별시 용산구 한남동 11-272,서울특별시,18625,25582,3,0.04,공동주택,0.39650213141225893
공동주택,서울특별시 강동구 성내동 532,서울특별시,18705,25582,0,0.03,공동주택,0.42222646715459433
공동주택,서울특별시 영등포구 당산동1가 140-1,서울특별시,20620,196415,28,0.06,근린생활시설,0.9917887613588563
공동주택,서울특별시 강동구 성내동 444-7,서울특별시,21833,25582,3,0.03,공동주택,0.4329740859371171
공동주택,서울특별시 강동구 성내동 440-5,서울특별시,21833,25582,3,0.03,공동주택,0.4329740859371171
공동주택,서울특별시 강동구 성내동 517-4,서울특별시,23265,25582,1,0.02,공동주택,0.43962830667182007
공동주택,서울특별시 강서구 등촌동 654-26,서울특별시,24308,196415,1,0.02,가설건축,0.9886112943332899
공동주택,울산광역시 울주군 서생면 신암리 151,울산광역시,8170,18681,38,0.03,숙박시설,0.95051109634051
공동주택,울산광역시 중구 학성동 118-2,울산광역시,10635,20222,23,0.03,숙박시설,0.762099088247405
공동주택,울산광역시 중구 학성동 114-1,울산광역시,10635,20222,23,0.03,숙박시설,0.762099088247405
공동주택,울산광역시 중구 학성동 78-7,울산광역시,10635,20222,23,0.03,숙박시설,0.762099088247405
공동주택,울산광역시 중구 성남동 311-3,울산광역시,11221,20222,47,0.06,숙박시설,0.9037430565343392
공동주택,울산광역시 남구 신정동 510-6,울산광역시,15536,20222,45,0.02,공동주택,0.9290753217890508
공동주택,울산광역시 남구 신정동 1407-2,울산광역시,17815,20222,31,0.02,공동주택,0.9720318857053907
공동주택,울산광역시 중구 동동 471-9,울산광역시,19514,30691,0,0.01,가설건축,0.873042676084832
공동주택,울산광역시 남구 달동 641-6,울산광역시,26067,20222,31,0.03,공장,0.8666472989144816
공동주택,울산광역시 울주군 언양읍 서부리 242-13,울산광역시,31333,17639,11,0.02,자동차관련시설,0.9767358401466864
공동주택,인천광역시 미추홀구 주안동 736-5,인천광역시,12055,9736,1,0.01,공동주택,0.9085250779682463
공동주택,인천광역시 서구 석남동 111-85,인천광역시,12768,40984,0,0.01,자동차관련시설,0.7235260531652675
공동주택,인천광역시 미추홀구 문학동 382-4,인천광역시,14181,24733,0,0.01,공동주택,0.9091573285161891
공동주택,인천광역시 서구 가좌동 146-5,인천광역시,14241,9736,0,0.06,자동차관련시설,0.6244100464604735
공동주택,인천광역시 미추홀구 숭의동 169-50,인천광역시,14330,26544,6,0.02,공동주택,0.8757260649250493
공동주택,인천광역시 계양구 계산동 928-14,인천광역시,15266,40984,0,0.02,자동차관련시설,0.8010713618230685
공동주택,인천광역시 미추홀구 주안동 422-45,인천광역시,17551,9736,3,0.02,공동주택,0.9560811921526542
공동주택,인천광역시 미추홀구 주안동 646-4,인천광역시,21689,9736,6,0.01,공동주택,0.8881887130072048
공동주택,인천광역시 미추홀구 주안동 57-18,인천광역시,21792,9736,27,0.02,기타,0.8914543892188049
공동주택,인천광역시 미추홀구 주안동 62-1,인천광역시,21792,9736,27,0.02,기타,0.8914543892188049
공동주택,전라남도 장성군 북이면 사거리 685-9,전라남도,2561,3605,2,0.03,공동주택,0.9989212899691551
공동주택,전라남도 강진군 성전면 월평리 430-18,전라남도,2578,12338,2,0.04,공동주택,0.9850497975401076
공동주택,전라남도 화순군 능주면 잠정리 603,전라남도,3051,5813,2,0.03,공동주택,0.9995199281170536
공동주택,전라남도 여수시 연등동 607-2,전라남도,3501,14076,12,0.04,공동주택,0.9635007147463837
공동주택,전라남도 담양군 창평면 의항리 148-2,전라남도,3812,6594,2,0.03,공동주택,0.9985709256064947
공동주택,전라남도 영암군 영암읍 서남리 82,전라남도,7429,8479,12,0.04,공동주택,0.9710965255073787
공동주택,전라남도 함평군 함평읍 내교리 366-6,전라남도,7705,6980,7,0.04,공동주택,0.9760987972166264
공동주택,전라남도 진도군 진도읍 교동리 54-5,전라남도,9905,8946,16,0.04,공장,0.9826802925388405
공동주택,전라남도 여수시 미평동 887,전라남도,11646,25252,3,0.02,자동차관련시설,0.8273979457560345
공동주택,전라남도 장성군 장성읍 영천리 973-18,전라남도,12715,31694,14,0.03,공동주택,0.5969995157576963
공동주택,전북특별자치도 익산시 갈산동 203-9,전북특별자치도,2864,9821,30,0.1,근린생활시설,0.9776931171298666
공동주택,전북특별자치도 남원시 동충동 412-1,전북특별자치도,2983,6707,11,0.03,공동주택,0.9189656759749913
공동주택,전북특별자치도 완주군 상관면 신리 713-13,전북특별자치도,4721,22387,10,0.02,공동주택,0.8753543287743641
공동주택,전북특별자치도 전주시 완산구 동서학동 275-9,전북특별자치도,6447,22387,4,0.02,자동차관련시설,0.8839110546977748
공동주택,전북특별자치도 익산시 마동 151-5,전북특별자치도,9654,9821,3,0.02,공동주택,0.9473344094560165
공동주택,전북특별자치도 전주시 덕진구 산정동 882-3,전북특별자치도,14089,24702,77,0.04,근린생활시설,0.44565135706354586
공동주택,전북특별자치도 정읍시 수성동 525-76,전북특별자치도,16490,19123,16,0.03,가설건축,0.8465003896137525
공동주택,전북특별자치도 전주시 덕진구 인후동1가 752-1,전북특별자치도,17425,24702,5,0.01,판매시설,0.9604182764936025
공동주택,전북특별자치도 전주시 완산구 중화산동2가 449,전북특별자치도,18923,35443,0,0.03,업무시설,0.988193045782977
공동주택,전북특별자치도 전주시 완산구 서신동 990-2,전북특별자치도,39132,35443,2,0.02,판매시설,0.6807156484067782
공동주택,제주특별자치도 제주시 일도일동 1055-5,제주특별자치도,2177,35338,31,0.13,기타,0.5846969226880038
공동주택,제주특별자치도 서귀포시 강정동 3373,제주특별자치도,13239,19630,24,0.02,공장,0.8440416933900358
공동주택,제주특별자치도 서귀포시 법환동 1510,제주특별자치도,14881,19630,36,0.02,가설건축,0.95118857301616
공동주택,제주특별자치도 서귀포시 성산읍 고성리 1097,제주특별자치도,15530,8433,85,0.03,가설건축,0.9531138604432977
공동주택,제주특별자치도 제주시 한림읍 한림리 1526-7,제주특별자치도,22389,7066,66,0.04,업무시설,0.9691800390762533
공동주택,제주특별자치도 서귀포시 동홍동 1200-1,제주특별자치도,22890,28097,2,0.02,공동주택,0.4272651561712796
공동주택,제주특별자치도 제주시 도련일동 134,제주특별자치도,25725,5254,1,0.02,공동주택,0.6615795984773745
공동주택,제주특별자치도 제주시 오등동 1720,제주특별자치도,42535,14084,4,0.02,공동주택,0.8407165655054867
공동주택,제주특별자치도 제주시 아라일동 2297,제주특별자치도,42535,14084,4,0.02,공동주택,0.8407165655054867
공동주택,제주특별자치도 제주시 아라일동 396-28,제주특별자치도,42535,20208,4,0.02,공동주택,0.8182930893164855
공동주택,충청남도 아산시 선장면 신성리 292,충청남도,3181,28964,2,0.03,숙박시설,0.6539538926556127
공동주택,충청남도 당진시 석문면 통정리 323,충청남도,8688,18186,19,0.03,숙박시설,0.9629338358317514
공동주택,충청남도 논산시 연무읍 안심리 76-17,충청남도,13294,14188,23,0.03,공장,0.932689144153107
공동주택,충청남도 당진시 신평면 도성리 209-2,충청남도,15418,20385,14,0.03,기타,0.5742515441790914
공동주택,충청남도 아산시 음봉면 원남리 125,충청남도,21660,12188,41,0.03,공동주택,0.83597437400509
공동주택,충청남도 천안시 서북구 성거읍 천흥리 494-9,충청남도,21806,34811,7,0.02,자동차관련시설,0.8864546832713237
공동주택,충청남도 금산군 금산읍 중도리 208-2,충청남도,22425,20394,14,0.04,가설건축,0.8598137671814402
공동주택,충청남도 금산군 금산읍 중도리 230-1,충청남도,22425,20394,14,0.04,가설건축,0.8598137671814402
공동주택,충청남도 예산군 예산읍 예산리 580-3,충청남도,31738,17647,51,0.03,공동주택,0.7896675852028054
공동주택,충청남도 당진시 읍내동 457-3,충청남도,32759,3691,33,0.03,공동주택,0.9176980604496586
공동주택,충청북도 충주시 봉방동 257-9,충청북도,9028,34801,40,0.03,숙박시설,0.4013740456647375
공동주택,충청북도 충주시 봉방동 188-2,충청북도,9028,34801,40,0.03,숙박시설,0.4013740456647375
공동주택,충청북도 괴산군 괴산읍 서부리 292,충청북도,10874,14566,10,0.03,기타,0.9766767079927073
공동주택,충청북도 괴산군 괴산읍 서부리 275-3,충청북도,10874,14566,10,0.03,기타,0.9766767079927073
공동주택,충청북도 충주시 대소원면 검단리 350-121,충청북도,12817,34801,10,0.02,판매시설,0.7883234423771499
공동주택,충청북도 충주시 용산동 524,충청북도,14099,16573,2,0.01,공장,0.9469860849053656
공동주택,충청북도 제천시 청전동 49-1,충청북도,15563,21738,1,0.03,판매시설,0.9514362508345404
공동주택,충청북도 제천시 청전동 125-1,충청북도,15563,26661,1,0.03,판매시설,0.968635617787517
공동주택,충청북도 청주시 서원구 모충동 129-15,충청북도,18729,22985,2,0.01,판매시설,0.8674849977994012
공동주택,충청북도 영동군 영동읍 계산리 684-4,충청북도,20602,5790,16,0.03,업무시설,0.9561572340633566
공장,강원특별자치도 춘천시 사북면 지암리 587,강원특별자치도,2284,6008,5,0.02,판매시설,0.9589178032721871
공장,강원특별자치도 원주시 평원동 144,강원특별자치도,2415,19092,48,0.19,공장,0.7479771156762186
공장,강원특별자치도 원주시 중앙동 255,강원특별자치도,2415,19092,48,0.19,공장,0.7479771156762186
공장,강원특별자치도 춘천시 효자동 627-7,강원특별자치도,5060,26024,0,0.04,판매시설,0.8038321070363125
공장,강원특별자치도 평창군 평창읍 하리 57-1,강원특별자치도,8023,4109,6,0.03,판매시설,0.9413267258408389
공장,강원특별자치도 춘천시 소양로2가 172-1,강원특별자치도,8708,18836,27,0.03,기타,0.9088910498969345
공장,강원특별자치도 원주시 일산동 230-7,강원특별자치도,8788,17545,5,0.02,가설건축,0.8666031056814102
공장,강원특별자치도 양구군 양구읍 상리 436-1,강원특별자치도,13095,3513,35,0.03,공동주택,0.9783103515989853
공장,강원특별자치도 강릉시 교동 1808-4,강원특별자치도,25038,23079,17,0.02,업무시설,0.8447439688362206
공장,강원특별자치도 원주시 단계동 782-14,강원특별자치도,27802,17545,31,0.03,업무시설,0.8421679685192938
공장,경기도 평택시 서탄면 수월암리 994-24,경기도,4712,9029,0,0.07,가설건축,-0.2709333026490267
공장,경기도 수원시 팔달구 구천동 46-30,경기도,10412,78521,57,0.06,숙박시설,0.9429203396750174
공장,경기도 고양시 덕양구 지축동 151-1,경기도,23173,6312,0,0.01,가설건축,0.6895779142288943
공장,경기도 안양시 동안구 관양동 1598,경기도,25462,62251,10,0.03,업무시설,0.989504122912003
공장,경기도 성남시 분당구 정자동 12-1,경기도,28602,42915,10,0.03,공장,0.9908587213965135
공장,경기도 파주시 조리읍 봉일천리 171-2,경기도,28741,23810,6,0.03,자동차관련시설,0.949311214123586
공장,경기도 성남시 분당구 서현동 271-3,경기도,29265,42915,15,0.04,공장,0.9563760271078166
공장,경기도 의정부시 민락동 693-1,경기도,31255,40447,0,0.01,공장,0.982279444336501
공장,경기도 용인시 수지구 신봉동 751-4,경기도,39020,38832,0,0.01,공장,0.9909199434030429
공장,경기도 고양시 일산동구 식사동 1082,경기도,39963,17524,0,0.02,자동차관련시설,0.9341524035085945
공장,경상남도 합천군 봉산면 계산리 1034,경상남도,1284,743,3,0.03,공장,0.9589445539898668
공장,경상남도 밀양시 내일동 165,경상남도,2477,12233,3,0.06,숙박시설,0.8686626277876942
공장,경상남도 하동군 악양면 봉대리 157-2,경상남도,3078,1798,2,0.03,공장,0.952010769557574
공장,경상남도 남해군 이동면 무림리 871-1,경상남도,3564,7854,8,0.03,숙박시설,0.9685136851291049
공장,경상남도 산청군 산청읍 지리 377-13,경상남도,6608,2237,8,0.03,공장,0.9780808480376827
공장,경상남도 거제시 일운면 소동리 920,경상남도,7740,12376,25,0.03,숙박시설,0.9450562614605096
공장,경상남도 김해시 진례면 고모리 1566-12,경상남도,8067,21786,3,0.08,가설건축,0.9249387733765988
공장,경상남도 고성군 고성읍 성내리 247,경상남도,22925,3640,38,0.03,기타,0.700069037837739
공장,경상남도 창원시 의창구 팔용동 28-3,경상남도,26223,57577,37,0.06,업무시설,0.7133839556656864
공장,경상남도 통영시 광도면 죽림리 1574-25,경상남도,30510,27699,36,0.02,업무시설,0.3914765063343951
공장,경상북도 예천군 용문면 상금곡리 634-8,경상북도,2050,3897,0,0.02,가설건축,0.8967776809168794
공장,경상북도 영천시 북안면 유하리 40-1,경상북도,4254,24087,1,0.02,가설건축,0.7430153895220275
공장,경상북도 구미시 광평동 51-58,경상북도,4620,43730,2,0.05,근린생활시설,0.6323924610462363
공장,경상북도 구미시 원평동 1051,경상북도,5702,28475,154,0.11,숙박시설,0.7130949870098977
공장,경상북도 청도군 화양읍 송북리 326,경상북도,8046,12093,27,0.03,판매시설,0.9553826444201032
공장,경상북도 경주시 하동 169-6,경상북도,9706,10282,54,0.02,공장,0.8803083012402912
공장,경상북도 경주시 하동 201,경상북도,9706,10282,54,0.02,공장,0.8803083012402912
공장,경상북도 포항시 남구 송도동 378-438,경상북도,11715,21053,7,0.02,가설건축,0.833942754790062
공장,경상북도 구미시 형곡동 143-29,경상북도,13045,28475,2,0.02,가설건축,0.6715729340792583
