행정구역,순위,인구 천명당 사업체수(개),비율(%)
경상남도 진주시 상봉동,2676,79.87,0.02
경기도 수원시 영통구 매탄2동,2677,79.84,0.02
경기도 평택시 송북동,2678,79.83,0.02
서울특별시 양천구 목4동,2679,79.79,0.02
광주광역시 북구 문흥1동,2680,79.66,0.02
대전광역시 중구 태평1동,2681,79.66,0.02
서울특별시 도봉구 창3동,2682,79.64,0.02
경상남도 창원시 진해구 웅동2동,2683,79.61,0.02
서울특별시 도봉구 창5동,2684,79.59,0.02
충청북도 제천시 교동,2685,79.59,0.02
경상북도 포항시 북구 장량동,2686,79.55,0.02
경상북도 김천시 지좌동,2687,79.47,0.02
전라남도 보성군 겸백면,2688,79.41,0.02
서울특별시 금천구 독산3동,2689,79.39,0.02
서울특별시 관악구 대학동,2690,79.39,0.02
전북특별자치도 전주시 완산구 효자3동,2691,79.39,0.02
경상북도 구미시 고아읍,2692,79.37,0.02
대구광역시 서구 비산4동,2693,79.35,0.02
대구광역시 수성구 지산2동,2694,79.32,0.02
인천광역시 동구 화수1·화평동,2695,79.27,0.02
서울특별시 은평구 갈현2동,2696,79.25,0.02
경상북도 봉화군 상운면,2697,79.17,0.02
경기도 부천시 원미구 중동,2698,79.15,0.02
경기도 안산시 상록구 월피동,2699,79.13,0.02
경상남도 창원시 의창구 북면,2700,79.12,0.02
광주광역시 서구 금호1동,2701,79.11,0.02
충청남도 천안시 동남구 일봉동,2702,79.11,0.02
경상북도 영주시 가흥1동,2703,79.07,0.02
경상북도 김천시 율곡동,2704,79.06,0.02
전라남도 강진군 옴천면,2705,78.99,0.02
서울특별시 은평구 응암1동,2706,78.97,0.02
부산광역시 수영구 광안4동,2707,78.92,0.02
서울특별시 종로구 평창동,2708,78.91,0.02
경상북도 상주시 화동면,2709,78.89,0.02
충청북도 청주시 흥덕구 가경동,2710,78.84,0.02
경상북도 경산시 서부1동,2711,78.73,0.02
경기도 안산시 상록구 본오2동,2712,78.72,0.02
경기도 부천시 오정구 원종2동,2713,78.7,0.02
인천광역시 남동구 장수서창동,2714,78.58,0.02
울산광역시 중구 반구1동,2715,78.58,0.02
경상남도 고성군 대가면,2716,78.52,0.02
부산광역시 수영구 광안1동,2717,78.39,0.02
광주광역시 광산구 신창동,2718,78.38,0.02
경상남도 창원시 마산합포구 완월동,2719,78.37,0.02
강원특별자치도 횡성군 강림면,2720,78.31,0.02
대전광역시 서구 정림동,2721,78.3,0.02
전라남도 여수시 만덕동,2722,78.3,0.02
경상남도 의령군 화정면,2723,78.28,0.02
세종특별자치시 세종시 대평동,2724,78.27,0.02
서울특별시 중구 약수동,2725,78.22,0.02
부산광역시 사하구 다대1동,2726,78.21,0.02
전북특별자치도 익산시 동산동,2727,78.19,0.02
경상남도 진주시 대평면,2728,78.19,0.02
경상북도 경산시 동부동,2729,78.18,0.02
부산광역시 사하구 감천1동,2730,78.16,0.02
경기도 성남시 중원구 도촌동,2731,78.12,0.02
경상북도 구미시 임오동,2732,78.1,0.02
경기도 성남시 수정구 수진2동,2733,78.09,0.02
울산광역시 남구 신정4동,2734,77.94,0.02
광주광역시 남구 주월1동,2735,77.9,0.02
경상북도 포항시 북구 기북면,2736,77.85,0.02
서울특별시 도봉구 쌍문2동,2737,77.78,0.02
울산광역시 울주군 온양읍,2738,77.78,0.02
강원특별자치도 철원군 근북면,2739,77.78,0.02
서울특별시 서초구 반포1동,2740,77.76,0.02
서울특별시 동작구 사당2동,2741,77.75,0.02
경상남도 함안군 여항면,2742,77.74,0.02
경상북도 상주시 모동면,2743,77.56,0.02
대구광역시 동구 지저동,2744,77.49,0.02
충청남도 부여군 장암면,2745,77.34,0.02
대구광역시 북구 읍내동,2746,77.33,0.02
인천광역시 강화군 서도면,2747,77.3,0.02
경기도 부천시 오정구 원종1동,2748,77.27,0.02
서울특별시 강동구 둔촌2동,2749,77.2,0.02
서울특별시 관악구 보라매동,2750,77.19,0.02
인천광역시 서구 원당동,2751,77.17,0.02
충청북도 청주시 서원구 분평동,2752,77.11,0.02
서울특별시 관악구 서원동,2753,77.07,0.02
경기도 부천시 원미구 상1동,2754,77.06,0.02
경기도 용인시 처인구 삼가동,2755,77.05,0.02
강원특별자치도 강릉시 성덕동,2756,76.97,0.02
경기도 안성시 공도읍,2757,76.95,0.02
경상북도 영주시 가흥2동,2758,76.95,0.02
충청남도 공주시 월송동,2759,76.92,0.02
대전광역시 동구 홍도동,2760,76.9,0.02
대전광역시 동구 대동,2761,76.88,0.02
서울특별시 중랑구 상봉1동,2762,76.81,0.02
부산광역시 수영구 남천2동,2763,76.78,0.02
서울특별시 용산구 용문동,2764,76.71,0.02
서울특별시 구로구 고척2동,2765,76.57,0.02
인천광역시 남동구 간석4동,2766,76.53,0.02
강원특별자치도 삼척시 교동,2767,76.53,0.02
충청남도 서산시 동문1동,2768,76.53,0.02
서울특별시 강서구 화곡1동,2769,76.51,0.02
충청북도 청주시 상당구 용담·명암·산성동,2770,76.51,0.02
경기도 부천시 오정구 고강1동,2771,76.5,0.02
충청북도 충주시 교현·안림동,2772,76.46,0.02
대구광역시 북구 태전2동,2773,76.45,0.02
경상남도 통영시 도천동,2774,76.45,0.02
인천광역시 미추홀구 용현2동,2775,76.42,0.02
부산광역시 동래구 온천3동,2776,76.4,0.02
부산광역시 부산진구 당감1동,2777,76.37,0.02
경기도 안산시 상록구 부곡동,2778,76.37,0.02
경기도 파주시 운정3동,2779,76.27,0.02
부산광역시 해운대구 재송2동,2780,76.25,0.02
부산광역시 서구 남부민2동,2781,76.2,0.02
전북특별자치도 순창군 금과면,2782,76.18,0.02
경기도 평택시 고덕동,2783,76.16,0.02
경상북도 안동시 용상동,2784,76.16,0.02
경상북도 경산시 남부동,2785,76.12,0.02
충청남도 서산시 고북면,2786,76.08,0.02
인천광역시 부평구 부평3동,2787,76.07,0.02
광주광역시 북구 운암1동,2788,76.05,0.02
경상남도 밀양시 가곡동,2789,76.03,0.02
경기도 부천시 소사구 심곡본1동,2790,76.01,0.02
경상남도 창원시 성산구 성주동,2791,76.01,0.02
전북특별자치도 익산시 어양동,2792,76,0.02
서울특별시 강서구 화곡3동,2793,75.97,0.02
광주광역시 광산구 월곡2동,2794,75.97,0.02
경기도 오산시 중앙동,2795,75.97,0.02
인천광역시 미추홀구 도화1동,2796,75.9,0.02
충청남도 서산시 지곡면,2797,75.73,0.02
경상남도 진주시 이현동,2798,75.71,0.02
서울특별시 성북구 석관동,2799,75.68,0.02
충청남도 부여군 구룡면,2800,75.63,0.02
광주광역시 남구 봉선2동,2801,75.6,0.02
서울특별시 도봉구 쌍문3동,2802,75.59,0.02
경상북도 안동시 안기동,2803,75.56,0.02
서울특별시 용산구 용산2가동,2804,75.55,0.02
경기도 수원시 권선구 세류2동,2805,75.5,0.02
경기도 하남시 신장2동,2806,75.5,0.02
경상북도 칠곡군 석적읍,2807,75.5,0.02
서울특별시 성동구 사근동,2808,75.48,0.02
경기도 수원시 장안구 연무동,2809,75.47,0.02
대구광역시 수성구 수성1가동,2810,75.36,0.02
전라남도 영광군 군남면,2811,75.36,0.02
서울특별시 중랑구 중화1동,2812,75.34,0.02
충청북도 제천시 용두동,2813,75.29,0.02
경상남도 양산시 물금읍,2814,75.28,0.02
경기도 김포시 운양동,2815,75.21,0.02
대구광역시 동구 신천1·2동,2816,75.17,0.02
경상남도 진주시 수곡면,2817,75.15,0.02
울산광역시 중구 태화동,2818,75.08,0.02
전라남도 목포시 대성동,2819,75.08,0.02
경상북도 영주시 휴천3동,2820,75.03,0.02
부산광역시 해운대구 반여2동,2821,75.02,0.02
경기도 의왕시 내손1동,2822,75,0.02
경상북도 문경시 호계면,2823,74.98,0.02
광주광역시 북구 문화동,2824,74.97,0.02
경상북도 영천시 자양면,2825,74.96,0.02
대구광역시 남구 대명1동,2826,74.95,0.02
경상남도 합천군 덕곡면,2827,74.87,0.02
경기도 광주시 탄벌동,2828,74.82,0.02
인천광역시 남동구 간석2동,2829,74.79,0.02
광주광역시 광산구 도산동,2830,74.79,0.02
경기도 부천시 소사구 역곡3동,2831,74.74,0.02
경상남도 거제시 둔덕면,2832,74.7,0.02
광주광역시 북구 매곡동,2833,74.69,0.02
경기도 과천시 문원동,2834,74.66,0.02
서울특별시 은평구 역촌동,2835,74.65,0.02
경기도 고양시 덕양구 원신동,2836,74.64,0.02
경기도 용인시 처인구 역북동,2837,74.64,0.02
경기도 고양시 일산서구 주엽1동,2838,74.54,0.02
경기도 파주시 금촌3동,2839,74.53,0.02
경기도 화성시 반월동,2840,74.51,0.02
경기도 김포시 풍무동,2841,74.5,0.02
서울특별시 중랑구 면목5동,2842,74.23,0.02
대구광역시 동구 신암5동,2843,74.22,0.02
경기도 고양시 덕양구 삼송2동,2844,74.19,0.02
경기도 시흥시 능곡동,2845,74.12,0.02
경상남도 창녕군 길곡면,2846,74.1,0.02
서울특별시 은평구 녹번동,2847,74.08,0.02
경기도 용인시 기흥구 서농동,2848,74.01,0.02
경기도 용인시 기흥구 보라동,2849,73.97,0.02
서울특별시 양천구 신월6동,2850,73.96,0.02
경기도 시흥시 군자동,2851,73.96,0.02
충청남도 천안시 서북구 쌍용2동,2852,73.92,0.02
서울특별시 강서구 염창동,2853,73.82,0.02
인천광역시 부평구 부평6동,2854,73.78,0.02
인천광역시 계양구 계양2동,2855,73.75,0.02
경기도 김포시 김포본동,2856,73.68,0.02
부산광역시 금정구 장전1동,2857,73.59,0.02
충청남도 당진시 당진3동,2858,73.59,0.02
전라남도 영광군 불갑면,2859,73.55,0.02
서울특별시 양천구 신월7동,2860,73.54,0.02
경기도 남양주시 평내동,2861,73.53,0.02
서울특별시 구로구 오류1동,2862,73.5,0.02
서울특별시 강동구 암사3동,2863,73.5,0.02
경기도 오산시 신장2동,2864,73.46,0.02
경기도 평택시 중앙동,2865,73.41,0.02
부산광역시 서구 서대신3동,2866,73.39,0.02
인천광역시 미추홀구 용현1·4동,2867,73.37,0.02
경기도 수원시 영통구 매탄3동,2868,73.29,0.02
경기도 평택시 원평동,2869,73.25,0.01
대구광역시 북구 침산3동,2870,73.2,0.01
경기도 성남시 수정구 태평2동,2871,73.09,0.01
대전광역시 대덕구 석봉동,2872,73.01,0.01
경기도 평택시 신장1동,2873,72.98,0.01
대구광역시 수성구 범물1동,2874,72.97,0.01
충청남도 아산시 온양3동,2875,72.93,0.01
경기도 파주시 운정1동,2876,72.92,0.01
서울특별시 강서구 가양3동,2877,72.89,0.01
강원특별자치도 춘천시 후평3동,2878,72.89,0.01
경기도 의정부시 흥선동,2879,72.85,0.01
인천광역시 서구 마전동,2880,72.83,0.01
서울특별시 강동구 암사2동,2881,72.82,0.01
광주광역시 광산구 수완동,2882,72.8,0.01
대구광역시 동구 신암3동,2883,72.68,0.01
대전광역시 서구 가장동,2884,72.67,0.01
대구광역시 달서구 용산1동,2885,72.64,0.01
충청북도 청주시 서원구 모충동,2886,72.61,0.01
광주광역시 남구 대촌동,2887,72.57,0.01
광주광역시 서구 화정2동,2888,72.51,0.01
경기도 양주시 회천2동,2889,72.44,0.01
인천광역시 중구 율목동,2890,72.43,0.01
서울특별시 노원구 상계1동,2891,72.41,0.01
광주광역시 광산구 첨단1동,2892,72.32,0.01
경상북도 의성군 비안면,2893,72.3,0.01
서울특별시 양천구 신월4동,2894,72.28,0.01
경상남도 의령군 지정면,2895,72.27,0.01
부산광역시 동래구 명장2동,2896,72.24,0.01
인천광역시 계양구 효성2동,2897,72.13,0.01
서울특별시 강북구 우이동,2898,72,0.01
강원특별자치도 속초시 조양동,2899,71.9,0.01
경기도 성남시 분당구 수내2동,2900,71.88,0.01
경상남도 사천시 사남면,2901,71.86,0.01
대구광역시 동구 공산동,2902,71.81,0.01
충청북도 진천군 덕산읍,2903,71.79,0.01
경상북도 포항시 북구 양학동,2904,71.78,0.01
강원특별자치도 원주시 태장2동,2905,71.72,0.01
광주광역시 광산구 어룡동,2906,71.68,0.01
서울특별시 노원구 월계1동,2907,71.67,0.01
부산광역시 남구 대연4동,2908,71.65,0.01
대구광역시 동구 안심3동,2909,71.64,0.01
전라남도 완도군 소안면,2910,71.62,0.01
서울특별시 성북구 길음2동,2911,71.57,0.01
인천광역시 연수구 동춘2동,2912,71.52,0.01
경기도 시흥시 은행동,2913,71.48,0.01
경기도 수원시 권선구 금곡동,2914,71.46,0.01
경상남도 합천군 적중면,2915,71.37,0.01
서울특별시 도봉구 방학2동,2916,71.34,0.01
충청남도 아산시 온양4동,2917,71.3,0.01
서울특별시 송파구 풍납2동,2918,71.23,0.01
광주광역시 북구 삼각동,2919,71.2,0.01
경기도 남양주시 다산1동,2920,71.19,0.01
광주광역시 남구 방림1동,2921,71.13,0.01
인천광역시 미추홀구 문학동,2922,71.08,0.01
부산광역시 사상구 주례2동,2923,71.05,0.01
대구광역시 달서구 상인3동,2924,70.99,0.01
서울특별시 강동구 암사1동,2925,70.92,0.01
서울특별시 관악구 청룡동,2926,70.84,0.01
경기도 용인시 기흥구 상갈동,2927,70.83,0.01
서울특별시 도봉구 창4동,2928,70.82,0.01
대구광역시 동구 방촌동,2929,70.77,0.01
인천광역시 서구 청라2동,2930,70.74,0.01
충청남도 홍성군 홍북읍,2931,70.73,0.01
서울특별시 금천구 독산4동,2932,70.72,0.01
전라남도 나주시 금천면,2933,70.67,0.01
서울특별시 영등포구 대림1동,2934,70.65,0.01
전북특별자치도 전주시 덕진구 인후1동,2935,70.65,0.01
경기도 군포시 재궁동,2936,70.61,0.01
전북특별자치도 전주시 완산구 효자4동,2937,70.55,0.01
경기도 화성시 병점2동,2938,70.48,0.01
충청북도 충주시 용산동,2939,70.43,0.01
경상남도 양산시 평산동,2940,70.36,0.01
인천광역시 계양구 계양1동,2941,70.35,0.01
경기도 안산시 단원구 고잔동,2942,70.26,0.01
경기도 성남시 분당구 서현2동,2943,70.19,0.01
부산광역시 사상구 덕포1동,2944,70.13,0.01
전라남도 무안군 일로읍,2945,70.08,0.01
경상북도 안동시 평화동,2946,70.04,0.01
서울특별시 노원구 중계본동,2947,70.03,0.01
서울특별시 관악구 신사동,2948,70.03,0.01
부산광역시 부산진구 가야1동,2949,70.02,0.01
경기도 수원시 팔달구 우만2동,2950,69.89,0.01
전북특별자치도 전주시 완산구 평화2동,2951,69.89,0.01
부산광역시 동구 수정4동,2952,69.85,0.01
경기도 성남시 수정구 단대동,2953,69.84,0.01
경상남도 창원시 마산회원구 구암1동,2954,69.78,0.01
경기도 고양시 일산동구 중산2동,2955,69.72,0.01
충청남도 서산시 성연면,2956,69.66,0.01
서울특별시 은평구 증산동,2957,69.65,0.01
부산광역시 금정구 부곡4동,2958,69.61,0.01
대구광역시 서구 비산6동,2959,69.61,0.01
부산광역시 영도구 동삼2동,2960,69.42,0.01
서울특별시 성동구 왕십리2동,2961,69.37,0.01
대전광역시 서구 관저2동,2962,69.34,0.01
부산광역시 남구 감만2동,2963,69.32,0.01
전북특별자치도 전주시 완산구 서서학동,2964,69.32,0.01
서울특별시 성동구 금호4가동,2965,69.28,0.01
서울특별시 영등포구 도림동,2966,69.26,0.01
인천광역시 서구 가정1동,2967,69.21,0.01
경상남도 창원시 마산합포구 자산동,2968,69.17,0.01
인천광역시 서구 불로대곡동,2969,69.1,0.01
대전광역시 서구 도마2동,2970,69.08,0.01
서울특별시 광진구 자양3동,2971,69.07,0.01
경기도 의정부시 녹양동,2972,68.99,0.01
대구광역시 동구 신암4동,2973,68.94,0.01
경상북도 고령군 우곡면,2974,68.94,0.01
경상남도 진주시 판문동,2975,68.92,0.01
대구광역시 수성구 만촌3동,2976,68.9,0.01
경기도 수원시 장안구 정자2동,2977,68.9,0.01
대구광역시 서구 평리2동,2978,68.84,0.01
경상북도 구미시 상모사곡동,2979,68.69,0.01
인천광역시 미추홀구 학익1동,2980,68.66,0.01
광주광역시 북구 두암3동,2981,68.64,0.01
경기도 안양시 만안구 석수2동,2982,68.62,0.01
경상남도 고성군 영현면,2983,68.61,0.01
충청남도 아산시 배방읍,2984,68.57,0.01
부산광역시 동구 좌천동,2985,68.52,0.01
경기도 광명시 하안1동,2986,68.52,0.01
경상남도 거창군 고제면,2987,68.46,0.01
서울특별시 동작구 노량진1동,2988,68.45,0.01
서울특별시 노원구 중계4동,2989,68.42,0.01
경상남도 창원시 마산합포구 교방동,2990,68.38,0.01
인천광역시 부평구 갈산2동,2991,68.37,0.01
대전광역시 중구 문화2동,2992,68.36,0.01
대전광역시 서구 둔산3동,2993,68.36,0.01
충청남도 보령시 대천4동,2994,68.34,0.01
경기도 양주시 옥정2동,2995,68.29,0.01
광주광역시 남구 진월동,2996,68.23,0.01
서울특별시 성북구 종암동,2997,68.2,0.01
서울특별시 구로구 항동,2998,68.19,0.01
서울특별시 관악구 은천동,2999,68.19,0.01
서울특별시 금천구 시흥5동,3000,68.14,0.01
서울특별시 강북구 인수동,3001,68.11,0.01
인천광역시 계양구 계양3동,3002,68.08,0.01
울산광역시 동구 대송동,3003,68.08,0.01
인천광역시 미추홀구 주안8동,3004,68.06,0.01
서울특별시 강서구 화곡8동,3005,68.05,0.01
서울특별시 서대문구 홍은2동,3006,67.99,0.01
서울특별시 구로구 가리봉동,3007,67.95,0.01
대구광역시 북구 태전1동,3008,67.94,0.01
서울특별시 용산구 보광동,3009,67.91,0.01
경기도 부천시 소사구 소사본동,3010,67.87,0.01
경기도 수원시 장안구 조원1동,3011,67.8,0.01
서울특별시 용산구 효창동,3012,67.76,0.01
광주광역시 동구 지원1동,3013,67.73,0.01
경상북도 포항시 북구 환여동,3014,67.73,0.01
서울특별시 금천구 독산2동,3015,67.7,0.01
대구광역시 동구 신암2동,3016,67.69,0.01
광주광역시 남구 백운1동,3017,67.69,0.01
서울특별시 은평구 신사1동,3018,67.67,0.01
경기도 성남시 수정구 신촌동,3019,67.66,0.01
전북특별자치도 익산시 모현동,3020,67.6,0.01
서울특별시 관악구 행운동,3021,67.58,0.01
서울특별시 서대문구 북가좌2동,3022,67.57,0.01
서울특별시 양천구 목2동,3023,67.57,0.01
경기도 오산시 초평동,3024,67.52,0.01
경기도 부천시 원미구 소사동,3025,67.5,0.01
인천광역시 동구 송림3·5동,3026,67.48,0.01
충청남도 공주시 금학동,3027,67.36,0.01
경상북도 안동시 송하동,3028,67.31,0.01
경기도 부천시 원미구 중2동,3029,67.27,0.01
서울특별시 영등포구 영등포본동,3030,67.26,0.01
경기도 성남시 분당구 운중동,3031,67.19,0.01
광주광역시 서구 금호2동,3032,67.17,0.01
전북특별자치도 전주시 완산구 삼천1동,3033,67.16,0.01
서울특별시 은평구 불광2동,3034,67.12,0.01
대구광역시 수성구 고산1동,3035,67.05,0.01
부산광역시 동래구 사직2동,3036,67.04,0.01
경기도 용인시 기흥구 신갈동,3037,67.03,0.01
서울특별시 송파구 마천1동,3038,67.02,0.01
인천광역시 미추홀구 용현5동,3039,67.02,0.01
경상남도 김해시 장유3동,3040,67.02,0.01
경기도 평택시 세교동,3041,66.94,0.01
서울특별시 강서구 화곡2동,3042,66.91,0.01
경기도 안양시 만안구 석수1동,3043,66.91,0.01
경기도 부천시 오정구 고강본동,3044,66.9,0.01
서울특별시 성동구 금호2·3가동,3045,66.88,0.01
전북특별자치도 익산시 삼성동,3046,66.85,0.01
충청북도 충주시 중앙탑면,3047,66.84,0.01
서울특별시 성북구 월곡1동,3048,66.82,0.01
서울특별시 송파구 송파2동,3049,66.78,0.01
인천광역시 남동구 만수2동,3050,66.76,0.01
경상북도 경주시 용강동,3051,66.74,0.01
부산광역시 남구 감만1동,3052,66.69,0.01
울산광역시 동구 전하2동,3053,66.69,0.01
서울특별시 도봉구 도봉2동,3054,66.67,0.01
서울특별시 영등포구 신길3동,3055,66.61,0.01
부산광역시 부산진구 가야2동,3056,66.61,0.01
충청북도 영동군 용화면,3057,66.6,0.01
경기도 안양시 동안구 갈산동,3058,66.43,0.01
광주광역시 북구 일곡동,3059,66.39,0.01
서울특별시 서대문구 북아현동,3060,66.33,0.01
충청북도 청주시 상당구 금천동,3061,66.32,0.01
경기도 수원시 권선구 호매실동,3062,66.27,0.01
대구광역시 북구 구암동,3063,66.2,0.01
대구광역시 달성군 유가읍,3064,66.17,0.01
경상남도 의령군 궁류면,3065,66.15,0.01
부산광역시 강서구 명지2동,3066,66.09,0.01
서울특별시 구로구 수궁동,3067,66.02,0.01
울산광역시 중구 복산동,3068,65.97,0.01
부산광역시 남구 문현3동,3069,65.96,0.01
서울특별시 구로구 개봉1동,3070,65.93,0.01
경기도 하남시 덕풍2동,3071,65.93,0.01
경기도 용인시 기흥구 상하동,3072,65.87,0.01
서울특별시 동대문구 전농2동,3073,65.82,0.01
전북특별자치도 익산시 송학동,3074,65.78,0.01
부산광역시 사하구 괴정4동,3075,65.76,0.01
경기도 의정부시 송산1동,3076,65.76,0.01
대구광역시 달서구 상인1동,3077,65.73,0.01
울산광역시 동구 전하1동,3078,65.71,0.01
대전광역시 유성구 원신흥동,3079,65.69,0.01
경기도 안양시 동안구 호계3동,3080,65.65,0.01
경상남도 창원시 마산회원구 양덕2동,3081,65.65,0.01
경기도 김포시 장기본동,3082,65.63,0.01
대전광역시 서구 관저1동,3083,65.6,0.01
서울특별시 동대문구 이문1동,3084,65.54,0.01
경상북도 경산시 서부2동,3085,65.53,0.01
경기도 화성시 동탄7동,3086,65.25,0.01
강원특별자치도 원주시 명륜2동,3087,65.25,0.01
부산광역시 해운대구 반송2동,3088,65.16,0.01
충청북도 충주시 호암·직동,3089,65.14,0.01
울산광역시 중구 병영2동,3090,65.13,0.01
경기도 동두천시 불현동,3091,65.12,0.01
서울특별시 광진구 구의2동,3092,65.02,0.01
경기도 남양주시 호평동,3093,65.01,0.01
경기도 의왕시 오전동,3094,65.01,0.01
부산광역시 서구 서대신1동,3095,64.94,0.01
인천광역시 서구 청라3동,3096,64.93,0.01
부산광역시 남구 용호4동,3097,64.91,0.01
경기도 용인시 기흥구 구성동,3098,64.88,0.01
인천광역시 부평구 부개2동,3099,64.84,0.01
대구광역시 달성군 다사읍,3100,64.82,0.01
부산광역시 금정구 구서2동,3101,64.77,0.01
서울특별시 중랑구 묵1동,3102,64.76,0.01
서울특별시 성북구 장위1동,3103,64.73,0.01
경기도 부천시 소사구 괴안동,3104,64.73,0.01
경기도 부천시 오정구 성곡동,3105,64.73,0.01
서울특별시 용산구 이촌2동,3106,64.7,0.01
울산광역시 울주군 범서읍,3107,64.66,0.01
인천광역시 연수구 옥련2동,3108,64.61,0.01
대구광역시 북구 국우동,3109,64.55,0.01
충청북도 청주시 청원구 내덕2동,3110,64.51,0.01
부산광역시 남구 문현1동,3111,64.49,0.01
서울특별시 노원구 상계3·4동,3112,64.46,0.01
경기도 광명시 철산3동,3113,64.39,0.01
경기도 이천시 증포동,3114,64.38,0.01
경상북도 의성군 구천면,3115,64.32,0.01
서울특별시 동작구 대방동,3116,64.28,0.01
서울특별시 동작구 사당4동,3117,64.18,0.01
경상북도 포항시 남구 효곡동,3118,64.17,0.01
경기도 고양시 덕양구 행신1동,3119,64.07,0.01
서울특별시 영등포구 신길1동,3120,64.04,0.01
대전광역시 유성구 노은3동,3121,63.95,0.01
경상남도 창원시 진해구 태백동,3122,63.91,0.01
경기도 성남시 수정구 신흥2동,3123,63.81,0.01
울산광역시 중구 우정동,3124,63.76,0.01
서울특별시 양천구 신월2동,3125,63.75,0.01
경상북도 예천군 호명읍,3126,63.7,0.01
경기도 평택시 지산동,3127,63.65,0.01
강원특별자치도 춘천시 신사우동,3128,63.64,0.01
서울특별시 서대문구 천연동,3129,63.59,0.01
경상북도 구미시 양포동,3130,63.58,0.01
서울특별시 서초구 반포3동,3131,63.52,0.01
충청북도 청주시 서원구 성화·개신·죽림동,3132,63.52,0.01
경기도 성남시 수정구 산성동,3133,63.37,0.01
광주광역시 서구 양3동,3134,63.35,0.01
경기도 수원시 장안구 율천동,3135,63.32,0.01
충청남도 부여군 남면,3136,63.3,0.01
부산광역시 남구 용호1동,3137,63.29,0.01
경상북도 의성군 사곡면,3138,63.25,0.01
서울특별시 광진구 광장동,3139,63.19,0.01
부산광역시 동구 초량6동,3140,63.19,0.01
경기도 안산시 상록구 사동,3141,63.17,0.01
경기도 부천시 원미구 역곡2동,3142,63.15,0.01
인천광역시 부평구 삼산1동,3143,63.1,0.01
경기도 화성시 새솔동,3144,63.09,0.01
광주광역시 북구 동림동,3145,63.01,0.01
서울특별시 용산구 이촌1동,3146,62.96,0.01
서울특별시 관악구 미성동,3147,62.89,0.01
전라남도 신안군 장산면,3148,62.85,0.01
경기도 고양시 덕양구 성사2동,3149,62.81,0.01
경상남도 김해시 북부동,3150,62.78,0.01
경상남도 창원시 성산구 사파동,3151,62.78,0.01
서울특별시 광진구 중곡4동,3152,62.76,0.01
경기도 화성시 병점1동,3153,62.74,0.01
서울특별시 은평구 불광1동,3154,62.71,0.01
경기도 용인시 처인구 유림동,3155,62.69,0.01
인천광역시 계양구 작전1동,3156,62.68,0.01
경상남도 거제시 옥포2동,3157,62.68,0.01
경상남도 거제시 아주동,3158,62.58,0.01
경기도 수원시 장안구 정자3동,3159,62.56,0.01
서울특별시 은평구 신사2동,3160,62.51,0.01
광주광역시 남구 효덕동,3161,62.44,0.01
전라남도 보성군 율어면,3162,62.38,0.01
경상남도 거제시 능포동,3163,62.33,0.01
인천광역시 부평구 십정1동,3164,62.27,0.01
강원특별자치도 춘천시 후평2동,3165,62.2,0.01
전북특별자치도 전주시 완산구 효자1동,3166,62.13,0.01
경기도 부천시 소사구 소사본1동,3167,62.11,0.01
경기도 의정부시 송산2동,3168,62.1,0.01
경상북도 구미시 신평2동,3169,62.07,0.01
전북특별자치도 군산시 나운3동,3170,62.01,0.01
충청남도 아산시 탕정면,3171,61.97,0.01
서울특별시 마포구 염리동,3172,61.9,0.01
전북특별자치도 군산시 나운2동,3173,61.82,0.01
대구광역시 수성구 고산3동,3174,61.75,0.01
대전광역시 동구 판암1동,3175,61.74,0.01
경상북도 구미시 도량동,3176,61.72,0.01
경상남도 창원시 마산합포구 현동,3177,61.72,0.01
경기도 의정부시 호원2동,3178,61.68,0.01
서울특별시 구로구 개봉3동,3179,61.66,0.01
서울특별시 서대문구 홍제1동,3180,61.61,0.01
인천광역시 연수구 연수1동,3181,61.56,0.01
경기도 양주시 회천3동,3182,61.56,0.01
서울특별시 성북구 정릉4동,3183,61.54,0.01
광주광역시 동구 산수2동,3184,61.53,0.01
인천광역시 연수구 선학동,3185,61.52,0.01
충청남도 서천군 시초면,3186,61.51,0.01
서울특별시 용산구 서빙고동,3187,61.49,0.01
광주광역시 남구 방림2동,3188,61.43,0.01
서울특별시 강남구 대치1동,3189,61.34,0.01
서울특별시 성동구 금호1가동,3190,61.28,0.01
대전광역시 중구 문화1동,3191,61.28,0.01
울산광역시 동구 방어동,3192,61.18,0.01
경기도 양주시 옥정1동,3193,61.17,0.01
서울특별시 동작구 상도2동,3194,61.09,0.01
부산광역시 부산진구 범천2동,3195,61.09,0.01
경기도 안산시 단원구 선부3동,3196,61.03,0.01
전라남도 순천시 매곡동,3197,60.97,0.01
경기도 안산시 상록구 일동,3198,60.95,0.01
서울특별시 성북구 정릉1동,3199,60.9,0.01
대전광역시 서구 내동,3200,60.87,0.01
서울특별시 종로구 창신3동,3201,60.77,0.01
경기도 부천시 소사구 송내2동,3202,60.77,0.01
경기도 성남시 수정구 태평4동,3203,60.61,0.01
경상남도 창원시 마산합포구 월영동,3204,60.57,0.01
충청남도 부여군 옥산면,3205,60.54,0.01
부산광역시 부산진구 부암3동,3206,60.52,0.01
경기도 성남시 수정구 양지동,3207,60.48,0.01
경기도 남양주시 퇴계원읍,3208,60.43,0.01
서울특별시 종로구 교남동,3209,60.4,0.01
서울특별시 도봉구 창2동,3210,60.39,0.01
