대분류,지번주소 (읍/면/동),관할주소,인구[명],교통량(AADT),숙박업소(관광지수),상권밀집도(비율)
판매시설,대전광역시 대덕구 비래동 140-6,대전광역시 대덕구 비래동,15278,,2,0.02
판매시설,대전광역시 서구 도마동 35-7,대전광역시 서구 도마1동,20406,,4,0.02
판매시설,대전광역시 중구 오류동 175-13,대전광역시 중구 오류동,10030,,8,0.03
판매시설,대전광역시 서구 정림동 396,대전광역시 서구 정림동,15147,,,0.02
판매시설,대전광역시 유성구 장대동 211-42,대전광역시 유성구 온천2동,54074,,5,0.02
판매시설,경상북도 영천시 완산동 917-3,경상북도 영천시 완산동,9662,,19,0.03
판매시설,경상북도 구미시 공단동 263,경상북도 구미시 공단동,4752,,8,0.11
판매시설,경상북도 포항시 북구 흥해읍 성곡리 991,경상북도 포항시 북구 흥해읍,43013,,17,0.02
판매시설,경상북도 포항시 북구 죽도동 677-9,경상북도 포항시 북구 죽도동,19406,,43,0.05
판매시설,경상북도 경주시 용강동 1347-4,경상북도 경주시 용강동,25201,,2,0.01
판매시설,경상남도 함안군 가야읍 도항리 81-2,경상남도 함안군 가야읍,17165,,14,0.03
판매시설,경상남도 김해시 진영읍 여래리 473-2,경상남도 김해시 진영읍,58975,,23,0.02
판매시설,경상남도 진주시 칠암동 302-2,경상남도 진주시 천전동,28921,,26,0.02
판매시설,경상남도 김해시 삼계동 1244-1,경상남도 김해시 북부동,82345,,22,0.01
판매시설,경상남도 김해시 한림면 신천리 260-31,경상남도 김해시 한림면,9229,,7,0.09
판매시설,대구광역시 서구 평리동 1527-18,대구광역시 서구 평리5동,3530,,1,0.03
판매시설,대구광역시 달서구 두류동 100-1,대구광역시 달서구 두류1·2동,15023,,7,0.02
판매시설,대구광역시 북구 칠성동2가 346-9,대구광역시 북구 칠성동,22063,,9,0.03
판매시설,대구광역시 달서구 송현동 141-2,대구광역시 달서구 송현2동,16644,,2,0.02
판매시설,대구광역시 수성구 두산동 173-3,대구광역시 수성구 두산동,14230,,16,0.03
판매시설,울산광역시 북구 명촌16길 9,울산광역시 북구 효문동,29237,,9,0.04
판매시설,울산광역시 울주군 청량읍 상남리 574-5,울산광역시 울주군 청량읍,18102,,2,0.03
판매시설,울산광역시 남구 삼산동 1623-5,울산광역시 남구 삼산동,47809,,104,0.05
판매시설,울산광역시 남구 삼산동 224-13,울산광역시 남구 삼산동,47809,,104,0.05
판매시설,울산광역시 중구 태화동 942-13,울산광역시 중구 다운동,21362,,,0.02
판매시설,부산광역시 해운대구 송정동 117-5,부산광역시 해운대구 송정동,9104,,151,0.03
판매시설,부산광역시 강서구 명지동 3598-5,부산광역시 강서구 명지1동,53576,,16,0.02
판매시설,부산광역시 해운대구 반송동 296-3,부산광역시 해운대구 반송2동,21072,,4,0.01
판매시설,부산광역시 동구 좌천동 242-1,부산광역시 동구 좌천동,11237,,1,0.01
판매시설,부산광역시 수영구 망미동 205-4,부산광역시 수영구 망미2동,9836,,,0.02
판매시설,전북특별자치도 전주시 덕진구 전미동2가 69-9,전북특별자치도 전주시 덕진구 송천2동,24615,,,0.02
판매시설,전북특별자치도 김제시 용지면 부교리 581-6,전북특별자치도 김제시 용지면,3341,,,0.06
판매시설,전북특별자치도 익산시 왕궁면 도순리 100-61,전북특별자치도 익산시 왕궁면,4362,,2,0.04
판매시설,전북특별자치도 김제시 백구면 영상리 331-8,전북특별자치도 김제시 백구면,3696,,,0.03
판매시설,전북특별자치도 전주시 덕진구 금암동 766-1,전북특별자치도 전주시 덕진구 금암1동,11660,,62,0.03
판매시설,전라남도 담양군 담양읍 담빛리 689,전라남도 담양군 담양읍 ,14787,,57,0.04
판매시설,전라남도 순천시 해룡면 상삼리 426,전라남도 순천시 해룡면,54264,,10,0.02
판매시설,전라남도 목포시 산정동 1725,전라남도 목포시 원산동,12144,,,0.02
판매시설,전라남도 무안군 무안읍 성남리 813-35,전라남도 무안군 무안읍,12109,,10,0.03
판매시설,전라남도 여수시 여서동 916,전라남도 여수시 여서동,16313,,8,0.02
판매시설,광주광역시 서구 화정동 1282,광주광역시 서구 화정2동 ,19597,,6,0.01
판매시설,광주광역시 광산구 운남동 521-3,광주광역시 광산구 운남동 ,30070,,,0.01
판매시설,광주광역시 동구 계림동 522-2,광주광역시 동구 계림2동,13315,,,0.01
판매시설,광주광역시 광산구 신창동 1074-3,광주광역시 광산구 신창동,34526,,,0.02
판매시설,광주광역시 서구 동천동 79,광주광역시 서구 동천동 ,15219,,26,0.02
판매시설,제주특별자치도 제주시 오라이동 1214-3,제주특별자치도 제주시 오라동 ,15735,,17,0.03
판매시설,제주특별자치도 서귀포시 동홍동 498-3,제주특별자치도 서귀포시 동홍동,22890,,2,0.02
판매시설,제주특별자치도 제주시 화북이동 952,제주특별자치도 제주시 화북동 ,23355,,1,0.02
판매시설,제주특별자치도 제주시 연동 310-44,제주특별자치도 제주시 연동,43976,,144,0.03
판매시설,제주특별자치도 제주시 오라일동 1044-1,제주특별자치도 제주시 오라동,15735,,17,0.03
공장,서울특별시 강남구 세곡동 19-1,서울특별시 강남구 세곡동 ,44025,,,0.01
공장,서울특별시 금천구 시흥동 962-6,서울특별시 금천구 시흥3동 ,10303,,,0.07
공장,서울특별시 영등포구 문래동1가 54-4,서울특별시 영등포구 문래동,31446,,4,0.05
공장,서울특별시 성동구 성수동2가 275-97,서울특별시 성동구 성수2가3동 ,10141,,3,0.16
공장,서울특별시 성동구 성수동1가 72-83,서울특별시 성동구 성수1가1동,15084,,3,0.04
공장,경기도 김포시 고촌읍 전호리 599-13,경기도 김포시 고촌읍,46560,,5,0.02
공장,경기도 안산시 단원구 성곡동 637-9,경기도 안산시 단원구 초지동 ,52046,,21,0.05
공장,경기도 이천시 마장면 장암리 587-9,경기도 이천시 마장면 ,16943,,13,0.03
공장,경기도 남양주시 화도읍 차산리 308,경기도 남양주시 화도읍,112105,,4,0.02
공장,경기 안산시 단원구 성곡동 629,경기도 안산시 단원구 초지동 ,52046,,21,0.05
공장,인천광역시 서구 경서동 684-2,인천광역시 서구 검암경서동 ,53521,,2,0.02
공장,인천광역시 서구 당하동 957-16,인천광역시 서구 당하동,27835,,,0.01
공장,인천광역시 남동구 고잔동 741-4,인천광역시 남동구 논현고잔동,44096,,,0.04
공장,인천광역시 남동구 남촌동 630,인천광역시 남동구 남촌도림동,21029,,,0.03
공장,인천광역시 남동구 고잔동 691-11,인천광역시 남동구 논현고잔동 ,44096,,,0.04
공장,강원특별자치도 속초시 대포동 947-2,강원특별자치도 속초시 대포동 ,2995,,63,0.07
공장,강원특별자치도 원주시 소초면 흥양리 1753,강원특별자치도 원주시 소초면,7989,,12,0.04
공장,강원특별자치도 원주시 부론면 법천리 1473-11,강원특별자치도 원주시 부론면 ,2152,,1,0.03
공장,강원특별자치도 동해시 구호동 243-30,강원특별자치도 동해시 북평동 ,13192,,17,0.02
공장,강원특별자치도 춘천시 동내면 고은리 351-50,강원특별자치도 춘천시 동내면,16439,,,0.03
공장,충청북도 청주시 서원구 남이면 가마리 256,충청북도 청주시 서원구 남이면 ,9737,,13,0.05
공장,충청북도 청주시 흥덕구 송정동 산74,충청북도 청주시 흥덕구 봉명2·송정동 ,24433,,11,0.03
공장,충청북도 옥천군 옥천읍 구일리 833,충청북도 옥천군 옥천읍 ,27972,,22,0.03
공장,충청북도 충주시 목행동 22-4,충청북도 충주시 목행·용탄동,6876,,3,0.03
공장,충청북도 진천군 진천읍 신정리 517-7,충청북도 진천군 진천읍,32486,,25,0.02
공장,충청남도 아산시 득산동 312-14,충청남도 아산시 온양4동,19312,,2,0.01
공장,충청남도 당진시 송악읍 광명리 236-1,충청남도 당진시 송악읍 ,31514,,33,0.02
공장,충청남도 금산군 복수면 용진리 251-1,충청남도 금산군 복수면,3029,,11,0.06
공장,충청남도 홍성군 홍성읍 옥암리 504-2,충청남도 홍성군 홍성읍 ,37640,,30,0.03
공장,충청남도 천안시 동남구 대흥로 160,충청남도 천안시 동남구 중앙동,5448,,,0.09
공장,대전광역시 대덕구 와동 353-1,대전광역시 대덕구 회덕동,11296,,2,0.03
공장,대전광역시 동구 낭월동 356,대전광역시 동구 산내동 ,19742,,5,0.02
공장,대전광역시 대덕구 대화동 1-7,대전광역시 대덕구 대화동,6733,,14,0.09
공장,대전광역시 대덕구 대화동 1-23,대전광역시 대덕구 대화동,6733,,14,0.09
공장,대전광역시 동구 대동 288-19,대전광역시 동구 대동,13852,,,0.02
공장,경상북도 경주시 현곡면 하구리 69,경상북도 경주시 현곡면 ,20913,,,0.01
공장,경상북도 칠곡군 왜관읍 삼청리 1105,경상북도 칠곡군 왜관읍 ,32613,,18,0.03
공장,경상북도 경산시 압량읍 내리 406,경상북도 경산시 압량읍 ,21141,,6,0.02
공장,경상북도 김천시 응명동 1012-5,경상북도 김천시 대신동,26548,,14,0.02
공장,경상북도 영주시 장수면 반구리 259-3,경상북도 영주시 장수면 ,1989,,,0.04
공장,경상남도 진주시 대곡면 와룡리 139,경상남도 진주시 대곡면,3131,,3,0.02
공장,경상남도 김해시 한림면 병동리 644-1,경상남도 김해시 한림면 ,9229,,7,0.09
공장,경상남도 김해시 안동 260-12,경상남도 김해시 삼안동 ,34297,,11,0.02
공장,경상남도 양산시 주진동 114-5,경상남도 김해시 삼안동 ,34297,,11,0.02
공장,경상남도 양산시 소주동 3-11,경상남도 양산시 소주동 ,20641,,,0.02
공장,대구광역시 동구 용계동 362-1,대구광역시 동구 안심2동,13270,,13,0.02
공장,대구광역시 달성군 화원읍 성산리 6,대구광역시 달성군 화원읍 ,46320,,2,0.02
공장,대구광역시 서구 이현동 42-320,대구광역시 서구 상중이동 ,19219,,3,0.06
공장,대구광역시 북구 침산동 907-2,대구광역시 북구 침산1동,3826,,,0.09
공장,대구광역시 달성군 논공읍 북리 213-12,대구광역시 달성군 논공읍 ,20525,,3,0.03
공장,울산광역시 울주군 청량읍 상남리 448-13,울산광역시 울주군 청량읍,18102,,2,0.03
공장,울산광역시 북구 호계동 276-6,울산광역시 북구 농소1동 ,35741,,5,0.02
공장,울산광역시 북구 신천동 78-4,울산광역시 북구 농소1동 ,35741,,5,0.02
공장,울산광역시 북구 진장동 493,울산광역시 북구 효문동,29237,,9,0.04
공장,울산광역시 남구 여천동 887-18,울산광역시 남구 야음장생포동,8939,,5,0.05
공장,부산광역시 사상구 학장동 227-11,부산광역시 사상구 학장동 ,27069,,5,0.03
공장,부산광역시 강서구 화전동 596-6,부산광역시 강서구 녹산동 ,39671,,6,0.05
공장,부산광역시 사하구 구평동 435-20,부산광역시 사하구 구평동 ,12579,,1,0.03
공장,부산광역시 영도구 남항동3가 141-125,부산광역시 영도구 남항동,10571,,47,0.06
공장,부산광역시 사상구 괘법동 577-20,부산광역시 사상구 괘법동,25816,,99,0.05
공장,전북특별자치도 군산시 해망동 1003-70,전북특별자치도 군산시 해신동 ,2134,,2,0.04
공장,전북특별자치도 군산시 금암동 1,전북특별자치도 군산시 중앙동 ,3990,,,0.05
공장,전북특별자치도 정읍시 연지동 14-104,전북특별자치도 정읍시 연지동 ,5530,,35,0.04
공장,전북특별자치도 전주시 덕진구 팔복동2가 448-1,전북특별자치도 전주시 덕진구 팔복동,7598,,,0.06
공장,전북특별자치도 전주시 완산구 삼천동2가 253-1,전북특별자치도 전주시 완산구 삼천3동,21476,,,0.03
공장,전라남도 목포시 연산동 1286,전라남도 목포시 연산동,10264,,,0.02
공장,전라남도 광양시 광양읍 초남리 747-5,전라남도 광양시 광양읍 ,46552,,39,0.03
공장,전라남도 여수시 미평동 573-11,전라남도 여수시 미평동,11646,,3,0.02
공장,전라남도 광양시 태인동 303-5,전라남도 광양시 태인동 ,1552,,,0.08
공장,전라남도 여수시 국동 37-207,전라남도 여수시 국동,10696,,11,0.02
공장,광주광역시 광산구 하남동 509-7,광주광역시 광산구 하남동 ,29835,,4,0.04
공장,광주광역시 북구 양산동 401-19,광주광역시 북구 양산동,36333,,,0.02
공장,광주광역시 광산구 옥동 879-12,광주광역시 광산구 평동 ,7242,,2,0.07
공장,광주광역시 광산구 연산동 1253,광주광역시 광산구 평동 ,7242,,2,0.07
공장,광주광역시 광산구 안청동 729-2,광주광역시 광산구 하남동 ,29835,,4,0.04
공장,제주특별자치도 서귀포시 동홍동 528-5,제주특별자치도 서귀포시 동홍동,22890,,2,0.02
공장,제주특별자치도 제주시 애월읍 수산리 2057-1,제주특별자치도 제주시 애월읍,37245,,197,0.03
공장,제주특별자치도 제주시 애월읍 수산리 2126-1,제주특별자치도 제주시 애월읍 ,37245,,197,0.03
공장,제주특별자치도 제주시 도두일동 2627-4,제주특별자치도 제주시 도두동 ,3262,,9,0.07
공장,제주특별자치도 제주시 화북일동 2130,제주특별자치도 제주시 화북동 ,23355,,1,0.02
숙박시설,강원 속초시 조양동 1287-9,강원 속초시 조양동,"28,916",18235,84.8,0.01
숙박시설,강원 양양군 현남면 인구리 633-4,강원 양양군 현남면,"2,922",21258,74.5,0.05
숙박시설,강원 강릉시 강문동 308-15(초당동),강원 강릉시 초당동,"4,433",23079,91,0.03
숙박시설,강원 평창군 진부면 하진부리 100-23,강원 평창군 진부면,"8,148",34437,77.3,0.03
숙박시설,강원 춘천시 근화동 283-8,강원 춘천시 근화동,"8,191",15928,81,0.02
숙박시설,경기 여주시 천송동 515(오학동),경기 여주시 오학동,"17,731",14346,76,0.02
숙박시설,경기 양평군 강하면 전수리 553-13,경기 양평군 강하면,"4,506",40707,73.9,0.03
숙박시설,경기 파주시 야당동 1081-2(운정3동),경기 파주시 운정3동,"67,061",41069,85,0.02
숙박시설,경기 수원시 팔달구 인계동 1022,경기 수원시 팔달구 인계동,"46,269",30954,81.3,0.04
숙박시설,경기 용인시 처인구 김량장동 336-12(중앙동),경기 용인시 처인구 중앙동,"28,600",71471,85,0.03
숙박시설,서울 영등포구 영등포동3가 21-12,서울 영등포구 영등포동3가,"30,206",190133,98.2,0.1
숙박시설,서울 마포구 서교동 354-10,서울 마포구 서교동,"25,611",196415,101,0.1
숙박시설,서울 종로구 창신동 436-73(창신1동),서울 종로구 창신1동,"5,294",25582,103.7,0.09
숙박시설,서울 강남구 대치동 891-35(대치4동),서울 강남구 대치4동,"18,049",239718,140.8,0.06
숙박시설,서울 성북구 동선동4가 85,서울 성북구 동선동4가,"15,932",67898,77,0.03
숙박시설,인천 중구 운서동 2801-4,인천 중구 운서동,"36,359",55728,110.5,0.02
숙박시설,인천 강화군 강화읍 남산리 439-16,인천 강화군 강화읍,"21,483",9407,72.2,0.03
숙박시설,인천 연수구 청학동 498-10,인천 연수구 청학동,"24,755",110764,82,0.02
숙박시설,인천 서구 원창동 381-51(오류왕길동),인천 서구 오류왕길동,"26,690",78848,82.9,0.04
숙박시설,인천 부평구 부평동 374-3(부평4동),인천 부평구 부평4동,"38,156",266708,77.3,0.02
숙박시설,세종특별자치시 세종시 나성동 785,세종특별자치시 세종시 나성동,"12,789",38777,77,0.05
숙박시설,충남 공주시 신관동 592-4,충남 공주시 신관동,"23,096",34417,74.6,0.03
숙박시설,충남 태안군 태안읍 남문리 700-1,충남 태안군 태안읍,"28,512",14773,76.2,0.03
숙박시설,충남 아산시 모종동 577-4(온양3동),충남 아산시 온양3동,"39,174",26464,81.8,0.01
숙박시설,충남 천안시 서북구 성정동 746-11(성정1동),충남 천안시 서북구 성정1동,"18,124",54979,78.8,0.02
숙박시설,충북 청주시 청원구 오창읍 양청리 815-6,충북 청주시 청원구 오창읍,"68,963",41483,73,0.02
숙박시설,충북 옥천군 옥천읍 금구리 126-13,충북 옥천군 옥천읍,"27,972",14564,66.7,0.03
숙박시설,충북 충주시 봉방동 195-3,충북 충주시 봉방동,"9,028",34801,79.3,0.03
숙박시설,충북 제천시 중앙로2가 28-8(중앙동),충북 제천시 중앙동,"5,353",14090,72.1,0.1
숙박시설,충북 단양군 단양읍 별곡리 632,충북 단양군 단양읍,"9,818",13987,68.8,0.03
숙박시설,대전 중구 대흥동 95-20,대전 중구 대흥동,"13,200",51477,76,0.04
숙박시설,대전 유성구 봉명동 440-26(온천1동),대전 유성구 온천1동,"27,075",75255,85.5,0.04
숙박시설,대전 서구 둔산동 1441(둔산1동),대전 서구 둔산1동,"15,842",98950,82.1,0.03
숙박시설,대전 대덕구 중리동 410-6,대전 대덕구 중리동,"18,600",98950,70.8,0.03
숙박시설,대전 동구 용전동 78-30,대전 동구 용전동,"20,706",98950,78.3,0.02
숙박시설,경북 경주시 신평동 242-12(보덕동),경북 경주시 보덕동,"1,528",10282,95.4,0.1
숙박시설,경북 포항시 남구 대도동 125-3(상대동),경북 포항시 남구 상대동,"23,665",36156,74.5,0.04
숙박시설,경북 의성군 의성읍 후죽리 858-66,경북 의성군 의성읍,"12,336",2668,65.2,0.04
숙박시설,경북 안동시 운흥동 141-45(중구동),경북 안동시 중구동,"5,277",14027,72.3,0.1
숙박시설,경북 구미시 원평동 1069-6,경북 구미시 원평동,"5,702",81863,74.7,0.11
숙박시설,경남 남해군 창선면 대벽리 178-14,경남 남해군 창선면,"5,177",9146,70,0.02
숙박시설,경남 통영시 항남동 239-4(중앙동),경남 통영시 중앙동,"3,453",23204,72.9,0.08
숙박시설,경남 거제시 장승포동 198,경남 거제시 장승포동,"6,120",12376,79,0.02
숙박시설,경남 진주시 칠암동 528-24(천전동),경남 진주시 천전동,"28,921",77777,73.5,0.02
숙박시설,경남 양산시 동면 석산리 1456-7,경남 양산시 동면,"44,260",28715,77.8,0.02
숙박시설,울산 울주군 서생면 나사리 129,울산 울주군 서생면,"8,170",14441,77.2,0.03
숙박시설,울산 남구 달동 1359-4,울산 남구 달동,"26,067",20222,78.5,0.03
숙박시설,울산 북구 산하동 1022-12(강동동),울산 북구 강동동,"16,117",30691,70.1,0.02
숙박시설,울산 남구 무거동 1524-5,울산 남구 무거동,"34,796",44727,78.5,0.02
숙박시설,울산 울주군 삼남읍 신화리 1603-6,울산 울주군 삼남읍,"22,317",37743,77.2,0.02
숙박시설,대구 달서구 이곡동 1200-3(이곡2동),대구 달서구 이곡2동,"15,764",66579,79,0.04
숙박시설,대구 남구 대명동 3048-35(대명4동),대구 남구 대명4동,"10,277",66579,67.7,0.03
숙박시설,대구 수성구 두산동 199-1,대구 수성구 두산동,"14,230",63177,78.3,0.03
숙박시설,대구 동구 상매동 505-9(안심2동),대구 동구 안심2동,"13,270",34434,83.5,0.02
숙박시설,대구 북구 산격동 1682(산격2동),대구 북구 산격2동,"10,219",135921,77.4,0.09
숙박시설,부산 해운대구 우동 762-47(우1동),부산 해운대구 우1동,"21,937",48622,99.6,0.03
숙박시설,부산 남구 대연동 1752-17(대연1동),부산 남구 대연1동,"17,570",134118,72.5,0.02
숙박시설,부산 부산진구 부전동 519-27(부전2동),부산 부산진구 부전2동,"11,148",134118,83.9,0.1
숙박시설,부산 중구 대청동2가 30-17,부산 중구 대청동2가,"5,715",134118,73.6,0.03
숙박시설,부산 사상구 삼락동 353-2,부산 사상구 삼락동,"5,611",74557,70.4,0.08
숙박시설,전북 전주시 완산구 중화산동2가 661-8(중화산1동),전북 전주시 완산구 중화산1동,"13,965",35443,78.6,0.02
숙박시설,전북 전주시 덕진구 송천동2가 1333-7(송천1동),전북 전주시 덕진구 송천1동,"63,864",29756,75.8,0.01
숙박시설,전북 부안군 행안면 역리 산156-2,전북 부안군 행안면,"2,069",8390,68.5,0.06
숙박시설,전북 군산시 대명동 387-9(중앙동),전북 군산시 중앙동,"3,990",28839,77.3,0.05
숙박시설,전북 익산시 송학동 3-10,전북 익산시 송학동,"8,695",7118,74.2,0.01
숙박시설,전남 해남군 해남읍 해리 288-12,전남 해남군 해남읍,"22,960",19589,67.2,0.03
숙박시설,전남 강진군 군동면 삼신리 898-9,전남 강진군 군동면,"4,232",9031,65.1,0.02
숙박시설,전남 여수시 국동 37-28,전남 여수시 국동,"10,696",14076,84.9,0.02
숙박시설,전남 순천시 풍덕동 290-12,전남 순천시 풍덕동,"6,842",3801,76.4,0.04
숙박시설,전남 나주시 빛가람동 336-1,전남 나주시 빛가람동,"38,238",57752,68.8,0.02
숙박시설,광주 남구 백운동 635-32(백운2동),광주 남구 백운2동,"6,852",97671,67.6,0.02
숙박시설,광주 동구 불로동 24(서남동),광주 동구 서남동,"6,537",97671,70.1,0.05
숙박시설,광주 서구 치평동 1231-9,광주 서구 치평동,"29,447",101257,78.6,0.04
숙박시설,광주 광산구 송정동 840-31(송정2동),광주 광산구 송정2동,"6,228",47995,79.9,0.05
숙박시설,광주 북구 오치동 856-20(오치2동),광주 북구 오치2동,"11,601",134317,78.3,0.02
숙박시설,제주 제주시 애월읍 하귀2리 2810-1,제주 제주시 애월읍,"37,245",25865,134.2,0.03
숙박시설,제주 제주시 조천읍 함덕리 1252-10,제주 제주시 조천읍,"24,995",19080,134.2,0.03
숙박시설,제주 서귀포시 중문동 2050-1,제주 서귀포시 중문동,"12,280",19840,114,0.02
숙박시설,제주 서귀포시 표선면 표선리 634-8,제주 서귀포시 표선면,"12,172",2994,114,0.03
숙박시설,제주 서귀포시 성산읍 고성리 298-41,제주 서귀포시 성산읍,"15,530",7967,114,0.03
가설건축,강원도 원주시 개운동 451-1,강원도 원주시 개운동,"12,041",17545,80.1,0.02
가설건축,강원도 원주시 단구동 1486-1,강원도 원주시 단구동,"42,402",17545,80.1,0.02
가설건축,강원도 원주시 무실동 1721-2,강원도 원주시 무실동,"34,464",47596,80.1,0.02
가설건축,강원도 강릉시 송정동 549,강원도 강릉시 송정동,"9,570",8976,91,0.02
가설건축,강원도 춘천시 동내면 거두리 538,강원도 춘천시 동내면,"16,439",26024,81,0.03
가설건축,경기도 용인시 처인구 역북동 553-12번지,경기도 용인시 처인구 역북동,"35,586",68277,85,0.02
가설건축,경기도 남양주시 별내동 816-1,경기도 남양주시 별내동,"77,318",138269,88.6,0.02
가설건축,경기도 의정부시 민락동 883번지(송산3동),경기도 의정부시 송산3동),"44,840",78719,75.3,0.02
가설건축,경기도 고양시 덕양구 덕은동 425-35번지(대덕동),경기도 고양시 덕양구 대덕동),"15,617",196415,83.2,0.02
가설건축,경기도 수원시 권선구 서부로 1670 (서둔동),경기도 수원시 권선구 서둔동),"38,146",45241,75.3,0.02
가설건축,서울특별시 용산구 한남동 유엔빌리지길 1 3층–4층,서울특별시 용산구 한남동,"18,625",25582,100.3,0.04
가설건축,서울특별시 용산구 한남동 88-4번지,서울특별시 용산구 한남동,"18,625",25582,100.3,0.04
가설건축,서울 노원구 월계동 85(월계3동),서울 노원구 월계3동,"27,931",35408,78.1,0.01
가설건축,서울 강남구 대치동 995-8(대치2동),서울 강남구 대치2동),"35,686",239718,140.8,0.03
가설건축,서울특별시 동대문구 용두동 36-2 1층(용신동),서울특별시 동대문구 용신동),"39,131",25582,78.7,0.04
가설건축,인천광역시 미추홀구 학익동 587-84(학익1동),인천광역시 미추홀구 학익1동),"31,035",60971,75.8,0.01
가설건축,인천 남동구 구월동 1133-15(구월3동),인천 남동구 구월3동),"29,993",145280,80.3,0.04
가설건축,인천 미추홀구 용현동 627-80(용현5동),인천 미추홀구 용현5동),"45,884",60971,75.8,0.01
가설건축,인천광역시 부평구 부평동 760-153번지(부평2동),인천광역시 부평구 부평2동,"16,254",266708,77.3,0.01
가설건축,인천광역시 서구 경서동 956-9번지(검암경서동),인천광역시 서구 검암경서동),"53,521",78077,82.9,0.02
가설건축,세종 연기면 보통리 319-1,세종 연기면,"2,987",25888,77,0.03
가설건축,세종 대평동 270-10,세종 대평동,"10,822",64466,77,0.02
가설건축,충남 아산시 배방읍 장재리 1628,충남 아산시 배방읍,"86,956",71113,81.8,0.01
가설건축,충청남도 아산시 배방읍 장재리 1714,충청남도 아산시 배방읍,"86,956",71113,81.8,0.01
가설건축,충청남도 서산시 예천동 23-20(석남동),충청남도 서산시 석남동),"34,694",15400,72.4,0.02
가설건축,충청북도 청주시 서원구 장성동 204번지(분평동),충청북도 청주시 서원구 분평동),"28,816",28239,72.2,0.02
가설건축,충청북도 청주시 서원구 장성동 183-2번지(분평동),충청북도 청주시 서원구 분평동),"28,816",28239,72.2,0.02
가설건축,충청북도 청주시 흥덕구 가경동 1017번지 일원,충청북도 청주시 흥덕구 가경동,"54,189",70487,78.9,0.02
가설건축,충청북도 청주시 서원구 분평동 534번지,충청북도 청주시 서원구 분평동,"28,816",22985,72.2,0.02
가설건축,충청북도 음성군 맹동면 두성리 1124번지,충청북도 음성군 맹동면,"13,860",4184,70.7,0.03
가설건축,대전광역시 유성구 원신흥동 576-4번지,대전광역시 유성구 원신흥동,"27,735",64700,85.5,0.01
가설건축,대전광역시 중구 선화동 95-3번지(은행선화동),대전광역시 중구 은행선화동),"13,975",98950,76,0.06
가설건축,대전광역시 중구 용두동 112-7번지,대전광역시 중구 용두동,"9,065",98950,76,0.02
가설건축,대전광역시 동구 성남동 1-97번지,대전광역시 동구 성남동,"10,895",98950,78.3,0.02
가설건축,대전광역시 동구 가양동 452-1번지 일원(가양1동),대전광역시 동구 가양1동),"13,192",98950,78.3,0.02
가설건축,경북 포항시 북구 죽도동 618-11,경북 포항시 북구 죽도동,"19,406",21053,76.3,0.05
가설건축,경북 김천시 신음동 1054-8(대신동),경북 김천시 대신동),"26,548",41508,69,0.02
가설건축,경북 안동시 풍천면 갈전리 329-3,경북 안동시 풍천면,"6,897",1452,72.3,0.03
가설건축,경북 경산시 중산동 628-83(서부2동),경북 경산시 서부2동),"34,518",63177,72.7,0.01
가설건축,경북 경주시 용강동 800-19,경북 경주시 용강동,"25,201",25475,95.4,0.01
가설건축,경상남도 김해시 진례면 시례리 214번지 일원,경상남도 김해시 진례면,"8,067",89698,82.3,0.08
가설건축,경상남도 창원시 진해구 자은동 723번지 일원,경상남도 창원시 진해구 자은동,"20,263",30752,70,0.01
가설건축,경상남도 김해시 대청동 71-3번지(장유2동),경상남도 김해시 장유2동),"36,952",65997,82.3,0.02
가설건축,경상남도 창원시 성산구 안민동 614-2번지 일원(성주동),경상남도 창원시 성산구 성주동),"25,103",36957,71.8,0.02
가설건축,경상남도 김해시 대청동 303-3번지(장유2동),경상남도 김해시 장유2동),"36,952",65997,82.3,0.02
가설건축,울산 중구 우정동 522-1,울산 중구 우정동,"16,892",24520,68.3,0.01
가설건축,울산광역시 남구 신정동 1136-3번지 외 15필지(신정1동),울산광역시 남구 신정1동),"17,815",20222,78.5,0.02
가설건축,울산광역시 중구 학성동 397-1번지 일원,울산광역시 중구 학성동,"10,635",24520,68.3,0.03
가설건축,울산광역시 남구 야음동 363-2번지 일원(야음장생포동),울산광역시 남구 야음장생포동),"8,939",23213,78.5,0.05
가설건축,울산 울주군 언양읍 동부리 84-5,울산 울주군 언양읍,"31,333",53247,77.2,0.02
가설건축,대구 수성구 만촌2동 1036-26,대구 수성구 만촌2동,"10,182",63177,78.3,0.02
가설건축,대구광역시 중구 공평동 58-1번지 일원(성내1동),대구광역시 중구 성내1동),"4,752",135921,76.4,0.22
가설건축,대구 달서구 상인동 1332-100(상인2동),대구 달서구 상인2동),"18,225",111796,79,0.02
가설건축,대구 달서구 월성동 1874,대구 달서구 감삼동,"28,856",66579,79,0.02
가설건축,대구광역시 달서구 두류동 138-2번지(두류1·2동),대구광역시 달서구 두류1·2동),"15,023",66579,79,0.02
가설건축,부산광역시 해운대구 재송동 856-6번지 일원(재송1동),부산광역시 해운대구 재송1동),"35,710",48622,99.6,0.03
가설건축,부산광역시 남구 우암동 198-3번지 일원,부산광역시 남구 우암동,"11,943",134118,72.5,0.01
가설건축,부산광역시 남구 대연동 455-25번지(대연3동),부산광역시 남구 대연3동),"38,962",48622,72.5,0.02
가설건축,부산 기장군 장안읍 좌동리 252,부산 기장군 장안읍,"9,024",32370,83,0.05
